name	category	price	rating	url	description
Свистулька керамическая «Петушек», для росписи 3,5 × 6,5 × 6,2 см	Музыкальные инструменты	58	5	https://www.sima-land.ru/9951711/svistulka-keramicheskaya-petushek-dlya-rospisi-3-5-6-5-6-2-cm/	
Лента атласная, 40 мм × 23 ± 1 м, цвет лазурный	Ленты	135	5	https://www.sima-land.ru/10288859/lenta-atlasnaya-40-mm-23-1-m-cvet-lazurnyy/	Декоративная атласная лента – это идеальный спутник для вашего творчества и праздников. Праздничный тренд, который всегда будет к месту. Упаковочная ленточка прекрасно подойдет для рукоделия, украшения подарков и создания удивительных композиций из воздушных шаров. Вы можете украсить букеты цветов, привязав к ним яркую ленточку. Это добавит особого очарования вашему подарку. Игрушки также можно сделать более интересными, если использовать красивую упаковочную ленту в оформлении. Она идеально подойдет для новогодних сюрпризов и рождественских даров. На дни рождения и другие важные события не обойтись без новогодней подарочной ленты. Упаковка коробок со сладкими подарками станет настоящим искусством с этой великолепной деталью. Она отлично сможет дополнить ваши идеи на 14 февраля, 23 февраля, 8 марта или в день матери. Кроме того, такая лента может стать оригинальным украшением на голове именинницы! Сделайте супер банты первоклассника или создайте необычный аксессуар для вечеринки. Ленты идеально подходят для шитья одежды, ведь они могут добавить немного волшебства каждому изделию. Наши ленточки не содержат люрекса, что делает их особенно приятными на ощупь и легко сочетаемыми с любыми материалами. Упаковочная лента займет достойное место в наборе швейной фурнитуры для творчества как тесьма. Благодаря своей универсальности она найдет применение в самых разных проектах. Если вы хотите украсить мероприятие или помочь с декором? Эта продукция станет незаменимой при создании флористических композиций. Завязывайте косички на девичник узкими атласными полосками, чтобы добавить романтики и стиля вашим праздникам. Не бойтесь проявлять фантазию! Делая ободки и бантики из этой чудесной ленточки, вы сможете создать уникальные украшения для волос и вечеринок. Создавайте шикарные розы своими руками – этот процесс принесет радость вам и всем вокруг! И не забудьте о праздничных елках! Используйте яркую упаковочную ленту, чтобы делать роскошные бантики прямо на ели. Это увидят все гости во время новогоднего веселья! Погрузитесь в мир творчества с атласной лентой! Ваши идеи будут воплощены легко и приятно, а результаты порадуют окружающих. Пусть каждое ваше творение станет произведением искусства! Атласная лента гладкая и приятная на ощупь. Используйте её для отделки изделий, украшения подарков, свадебного оформления, а также в техниках скрапбукинг и канзаши. При производстве лент используется только современное оборудование и качественные материалы.
Замок винтовой 7×3 мм (набор 10 шт.), цвет золото	Фурнитура для бижутерии	79	5	https://www.sima-land.ru/1353616/zamok-vintovoy-7-3-mm-nabor-10-sht-cvet-zoloto/	Винтовой замок 7×3 мм — надежная фурнитура для украшений и бижутерии, которая отлично подходит для фиксации и создания прочных соединений. Этот замок обеспечивает надежное крепление, позволяя украшениям оставаться на месте при носке.  Идеален для творческих проектов, включая изготовление браслетов, ожерелий и других аксессуаров. В наборе — 10 штук.
Кольца для сумок, d = 12 мм, толщина - 3 мм, 10 шт, цвет серебряный	Фурнитура для сумок	35	5	https://www.sima-land.ru/2663401/kolca-dlya-sumok-d-12-mm-tolschina-3-mm-10-sht-cvet-serebryanyy/	
Прищепки декоративные с верёвкой для подвеса «Кейки» набор 10 шт.	Принадлежности для творчества	99	4.8	https://www.sima-land.ru/3949370/prischepki-dekorativnye-s-verevkoy-dlya-podvesa-keyki-nabor-10-sht/	Прищепки декоративные с верёвкой для подвеса «Кейки» набор 10 шт. — это не только полезные приспособления в хозяйстве, но также элементы оформления интерьера, цветочных композиций, декорирования подарков, открыток и многого другого. Вот лишь некоторые способы применения прищепок: Вы можете использовать прищепки по своему желанию, всё зависит лишь от вашей фантазии. Также они прекрасно подойдут в качестве оригинального праздничного сувенира.
Паутинка клеевая, 23 г/кв.м, 50 × 50 см, цвет белый	Отделочные материалы	34	4.8	https://www.sima-land.ru/4448326/pautinka-kleevaya-23-g-kv-m-50-50-cm-cvet-belyy/	Паутинка подходит для мелкого ремонта одежды и подгиба низа изделий. Чтобы приклеить её, необходимо расположить изделие между двух тканей и проутюжить с изнаночной стороны. Главное, чтобы горячая поверхность не соприкасалась с паутинкой напрямую, иначе она оставит на одежде след.
Пластилин 6 цветов, 96 г, ErichKrause Basic, в картонной упаковке	Принадлежности для лепки	72	4.9	https://www.sima-land.ru/4716441/plastilin-6-cvetov-96-g-erichkrause-basic-v-kartonnoy-upakovke/	Классический пластилин ErichKrause® средней мягкости создан для решения широкого круга творческих задач и для развития мелкой моторики. Особенности:
Краска акриловая матовая Calligrata, берлинский зеленый, 7729С, в тубе, 75мл	Товары для художников	25.6	5	https://www.sima-land.ru/9953693/kraska-akrilovaya-matovaya-calligrata-berlinskiy-zelenyy-7729s-v-tube-75ml/	Художественные акриловые краски Calligrata объемом банки 75 мл, предназначены для разных художественных, декоративных и дизайнерских работ. Красками можно работать бумага, картон, грунтованный холст, дерево. Для достижения необходимой консистенции используйте загустители или разбавители для акриловых красок. Рекомендация: при работе с гладкими поверхностями используйте грунт. Характеристики: 
Лента атласная, 6 мм × 23 ± 1 м, цвет весенне-зелёный №52	Ленты	27.8	5	https://www.sima-land.ru/1218090/lenta-atlasnaya-6-mm-23-1-m-cvet-vesenne-zelenyy-52/	Декоративная атласная лента – это идеальный спутник для вашего творчества и праздников. Праздничный тренд, который всегда будет к месту. Упаковочная ленточка прекрасно подойдет для рукоделия, украшения подарков и создания удивительных композиций из воздушных шаров. Вы можете украсить букеты цветов, привязав к ним яркую ленточку. Это добавит особого очарования вашему подарку. Игрушки также можно сделать более интересными, если использовать красивую упаковочную ленту в оформлении. Она идеально подойдет для новогодних сюрпризов и рождественских даров. На дни рождения и другие важные события не обойтись без новогодней подарочной ленты. Упаковка коробок со сладкими подарками станет настоящим искусством с этой великолепной деталью. Она отлично сможет дополнить ваши идеи на 14 февраля, 23 февраля, 8 марта или в день матери. Кроме того, такая лента может стать оригинальным украшением на голове именинницы! Сделайте супер банты первоклассника или создайте необычный аксессуар для вечеринки. Ленты идеально подходят для шитья одежды, ведь они могут добавить немного волшебства каждому изделию. Наши ленточки не содержат люрекса, что делает их особенно приятными на ощупь и легко сочетаемыми с любыми материалами. Упаковочная лента займет достойное место в наборе швейной фурнитуры для творчества как тесьма. Благодаря своей универсальности она найдет применение в самых разных проектах. Если вы хотите украсить мероприятие или помочь с декором? Эта продукция станет незаменимой при создании флористических композиций. Завязывайте косички на девичник узкими атласными полосками, чтобы добавить романтики и стиля вашим праздникам. Не бойтесь проявлять фантазию! Делая ободки и бантики из этой чудесной ленточки, вы сможете создать уникальные украшения для волос и вечеринок. Создавайте шикарные розы своими руками – этот процесс принесет радость вам и всем вокруг! И не забудьте о праздничных елках! Используйте яркую упаковочную ленту, чтобы делать роскошные бантики прямо на ели. Это увидят все гости во время новогоднего веселья! Погрузитесь в мир творчества с атласной лентой! Ваши идеи будут воплощены легко и приятно, а результаты порадуют окружающих. Пусть каждое ваше творение станет произведением искусства! Атласная лента гладкая и приятная на ощупь. Используйте её для отделки изделий, украшения подарков, свадебного оформления, а также в техниках скрапбукинг и канзаши. При производстве лент используется только современное оборудование и качественные материалы.
Фермуар пришивной «Прямоугольник», 20 см, цвет серебристый	Фурнитура для сумок	89.25	4.9	https://www.sima-land.ru/5070034/fermuar-prishivnoy-pryamougolnik-20-cm-cvet-serebristyy/	
