name	category	price	rating	url	description
Подвеска из камня «Янтарь», в проволоке	Фурнитура для бижутерии	89	4.6	https://www.sima-land.ru/9923011/podveska-iz-kamnya-yantar-v-provoloke/	
Подвеска из камня «Минерал Скол», в проволоке, МИКС	Фурнитура для бижутерии	129	4.7	https://www.sima-land.ru/9923015/podveska-iz-kamnya-mineral-skol-v-provoloke-miks/	
Бисер стекло 8/0 "Маршмеллоу. Глянец. Белоснежный" 10 гр	Плетение	55	4	https://www.sima-land.ru/10063437/biser-steklo-8-0-marshmellou-glyanec-belosnezhnyy-10-gr/	
Декор для творчества «Бабочка пеструшка», двухслойный, набор 12 шт., размер 1 шт. — 5 × 5 см	Принадлежности для творчества	79	5	https://www.sima-land.ru/10085736/dekor-dlya-tvorchestva-babochka-pestrushka-dvuhsloynyy-nabor-12-sht-razmer-1-sht-5-5-cm/	
Бусины из стекла, набор 140 шт., размер 1 шт. 6 — мм, цвет коричневый	Принадлежности для творчества	69	4.9	https://www.sima-land.ru/10103741/businy-iz-stekla-nabor-140-sht-razmer-1-sht-6-mm-cvet-korichnevyy/	
Топпер для торта «День рождения. Бабочка», розовый	Оформление и организация праздника	49	0	https://www.sima-land.ru/10123411/topper-dlya-torta-den-rozhdeniya-babochka-rozovyy/	
Топпер для торта «День рождения»	Оформление и организация праздника	35	0	https://www.sima-land.ru/10123414/topper-dlya-torta-den-rozhdeniya/	
Переводные татуировки детские «Девушка с базукой», тату — 2 листа	Принадлежности для творчества	34	4.9	https://www.sima-land.ru/10126902/perevodnye-tatuirovki-detskie-devushka-s-bazukoy-tatu-2-lista/	С набором детских тату из серии «Аниме» каждый юный фанат аниме-культуры сможет с помощью временных татуировок «Девушка с базукой» украсить не только себя, но и обложку тетради или мебель. Переводные картинки быстро наносятся на кожу и легко смываются. Внимание! Инструкция Рекомендовано для детей от 6 лет.
Топпер для торта «С днём рождения», розовый	Оформление и организация праздника	13	5	https://www.sima-land.ru/10133521/topper-dlya-torta-s-dnem-rozhdeniya-rozovyy/	
Косметичка-раскраска Meow, 20×10×5 см	Роспись	104	5	https://www.sima-land.ru/10200101/kosmetichka-raskraska-meow-20-10-5-cm/	
Раскраска-антистресс по точкам «Готические подруги», 20 стр	Рисование	32	4	https://www.sima-land.ru/10201034/raskraska-antistress-po-tochkam-goticheskie-podrugi-20-str/	Совершенно новый вариант раскраски-антистресс. На первый взгляд, это набор одинаковых листов, заполненных точками. Но, присмотритесь! Точки отличаются размером, составляя загадочный узор, раскрасив который, вы получите яркое изображение любимого персонажа. В альбоме вы найдете 20 зашифрованных картинок, размер альбома 21 х 21 см.
Книжка новогодняя «Стикеры - раскраски», более 80 наклеек	Детские книги	34.1	5	https://www.sima-land.ru/10262632/knizhka-novogodnyaya-stikery-raskraski-bolee-80-nakleek/	Новогодняя книжка «Стикеры-раскраски» — это увлекательный подарок для малышей от 3 лет. Она сочетает в себе творчество и развлечение: ребёнок может раскрашивать иллюстрации и украшать их яркими наклейками, а родители будут рады возможности провести время с пользой. Особенности Эта книжка помогает развивать мелкую моторику, творческое мышление и фантазию. Новогодние темы создают праздничное настроение, а большое количество наклеек делает каждую страницу уникальной. Подойдёт для совместного творчества всей семьи или самостоятельного увлечения ребёнка. «Стикеры-раскраски» станут замечательным дополнением к подарку или самостоятельным сюрпризом под ёлку. Это не просто книжка, а целый альбом для творчества, который будет радовать и увлекать ребёнка на протяжении долгого времени.
Пайетки для декора «Звёздная ночь», голографические, цвет голубой	Маникюр и педикюр	26	5	https://www.sima-land.ru/10473652/payetki-dlya-dekora-zvezdnaya-noch-golograficheskie-cvet-goluboy/	Преобразите свои маникюрные и декоративные проекты с помощью пайеток, которые придадут вашим дизайнам звёздное сияние и загадочный блеск. Голографические пайетки в цвете голубой от QF — это идеальное решение для создания эффектных и уникальных образов. Эти пайетки обладают невероятной игривостью благодаря своему голографическому эффекту, который переливается и меняется в зависимости от угла освещения. Они идеально подойдут как для профессионального, так и для домашнего использования, добавляя в ваши изделия яркость и уникальность. Пайетки от QF — это не просто декор, а возможность добавить в ваш проект магию ночного неба и искры волшебства. Поднимите уровень своих изделий на новые высоты и дарите уникальные эмоции своим близким!
Резак для ниток, с цепочкой на руку, 3 × 4.5 см, цвет бронзовый	Принадлежности для шитья	100	5	https://www.sima-land.ru/10675274/rezak-dlya-nitok-s-cepochkoy-na-ruku-3-4-5-cm-cvet-bronzovyy/	Резак для рукоделия это стиль и функциональность в каждой детали. Компактный, с эстетичным акцентом, он подходит для обрезания ниток. Этот вышивальный золотистый инструмент радует не только своей декоративной изящностью, но и способностью выполнять мелкую работу. Скорость выполнения задач значительно увеличивается благодаря удобству использования. Инструмент дополнен углубленными рисками с острыми, но безопасными краями, что делает его идеальным помощником. Лезвия потайные обеспечивают аккуратность обрезки. С таким инструментом вы можете без опасений работать с различными нитками и никогда не порежетесь. Это особенно важно для тех, кто ценит безопасность во время творчества. Вы сможете взять его с собой в дорогу без затруднений. Его можно использовать даже в самолете, так как творческий процесс не прервется даже над землей! Этот милый мини швейный инструмент безопасен как для труда девочек в школе, так и для профессиональной кройки в портняжной работе. Винтажные ножницы для портного - это яркий инструмент для швейных работ. Они прекрасно дополняют любой набор рукодельника и могут стать настоящей находкой для тех, кто стремится к оригинальности в своих проектах. Удобная форма позволяет работать долго без усталости. При необходимости резак легко хранить в сумочке или косметичке, что делает его еще более практичным вариантом для любителей рукоделия и шитья. Он станет надежным спутником как на занятиях по шитью, так и во время создания вышивки или других рукодельных изделий. Данный инструмент разработан с учетом современных тенденций в дизайне и функциональности. Эстетика находится на первом месте при создании этого аксессуара, поэтому он будет радовать глаз каждого творца-ремесленника. Идеально подходит как начинающим мастерам, так и опытным профессионалам. Каждая деталь продумана до мелочей — безопасные края гарантируют комфортное использование даже при длительных сеансах работы.
Глаза винтовые с заглушками, «Блёстки» набор 16 шт, размер 1 шт: 2,6 см, цвет синий	Создание игрушек и кукол	39	5	https://www.sima-land.ru/4312241/glaza-vintovye-s-zaglushkami-blestki-nabor-16-sht-razmer-1-sht-2-6-cm-cvet-siniy/	Винтовые глазки крепятся с помощью заглушек. Предназначены для создания мягких игрушек. Как крепить глаза на игрушку?
Набор штекеров TAKE IT EASY «Морковка», 5,5 см, длина 25 см, 10 шт	Принадлежности для творчества	57	4.9	https://www.sima-land.ru/9948603/nabor-shtekerov-take-it-easy-morkovka-5-5-cm-dlina-25-cm-10-sht/	
Мольберт тип «Лира» 145 х 52 см, планка с скользящей фиксацией , с бегунком, неокрашенное дерево, Calligrata №9	Товары для художников	2149	0	https://www.sima-land.ru/5186141/molbert-tip-lira-145-h-52-cm-planka-s-skolzyaschey-fiksaciey-s-begunkom-neokrashennoe-derevo-calligrata-9/	Напольный мольберт "Лира",  модель для живописи как в студии, так и дома, идеально подходит для экспозиции произведений на выставках. Мольберт изготовлен из высококачественной доски сосны. Верхний зажим холста (бегунок) со скользящей фиксацией легко регулируются в процессе работы и не требует раскручивания-закручивания «барашков». Мольберт имеет плавную регулировку угла наклона рабочей поверхности. Конструкция рабочей плоскости мольберта не имеет выступов, что позволяет устанавливать холст или планшет в одной плоскости. Мольберт складывается, не занимает много места при хранении. Характеристики: 
Музыкальный инструмент Металлофон Music Life, 25 тонов, футляр, 2 палочки, красный	Музыкальные инструменты	2198	5	https://www.sima-land.ru/10135659/muzykalnyy-instrument-metallofon-music-life-25-tonov-futlyar-2-palochki-krasnyy/	
Музыкальный инструмент Металлофон Music Life, 25 тонов, футляр, 2 палочки, желтый	Музыкальные инструменты	1899	0	https://www.sima-land.ru/10135662/muzykalnyy-instrument-metallofon-music-life-25-tonov-futlyar-2-palochki-zheltyy/	
Ёлочные шары под раскраску на новый год «Зимний лес», 2 шт, набор для творчества	Создание игрушек и кукол	149	5	https://www.sima-land.ru/10518192/elochnye-shary-pod-raskrasku-na-novyy-god-zimniy-les-2-sht-nabor-dlya-tvorchestva/	Этот набор поможет создать декор для ёлки и скрасить время в ожидании праздника. Особенности набора Создавайте новогоднюю атмосферу вместе со «Школой талантов»!
Ножницы закройные, скошенное лезвие, 8", 20.5 см, чёрные	Принадлежности для кроя	549	4.9	https://www.sima-land.ru/123267/nozhnicy-zakroynye-skoshennoe-lezvie-8-20-5-cm-chernye/	Закройные ножницы – это специальные принадлежности для раскроя различных тканей. При их использовании можно добиться минимального поднятия материала, а, значит, наиболее ровного среза. Разные кольца позволят наиболее удобно взять в руку ножницы и не напрягать запястье во время раскроя.
Ваза «Татьяна», средняя, 1.9 л, 20×14 см, стекло, прозрачная	Вазы	638	4.6	https://www.sima-land.ru/758529/vaza-tatyana-srednyaya-1-9-l-20-14-cm-steklo-prozrachnaya/	Воплотите в жизнь самые смелые дизайнерские идеи по украшению дома! Ваза из прозрачного стекла — основа для вашего творчества. Насыпьте в неё цветной песок, камушки, ракушки или другой декор. Создавайте восхитительные интерьерные композиции из цветов и зелени.  Ваза «Татьяна», средняя, 1.9 л, 20×14 см, стекло, прозрачная станет незабываемым подарком, если поместить в неё конфеты или другие сладости. Дайте волю фантазии!  Каждая ваза выдувается мастером — вы не найдёте двух совершенно одинаковых. А случайный пузырёк воздуха или застывшая стеклянная капелька на горлышке лишь подчёркивают её уникальность. 
Ваза «Весна», 380 мл, 18×9 см, стекло, прозрачная	Вазы	510	4.5	https://www.sima-land.ru/758598/vaza-vesna-380-ml-18-9-cm-steklo-prozrachnaya/	Воплотите в жизнь самые смелые дизайнерские идеи по украшению дома! Ваза из прозрачного стекла — основа для вашего творчества. Насыпьте в неё цветной песок, камушки, ракушки или другой декор. Создавайте восхитительные интерьерные композиции из цветов и зелени.  Ваза «Весна», 380 мл, 18×9 см, стекло, прозрачная станет незабываемым подарком, если поместить в неё конфеты или другие сладости. Дайте волю фантазии!  Каждая ваза выдувается мастером — вы не найдёте двух совершенно одинаковых. А случайный пузырёк воздуха или застывшая стеклянная капелька на горлышке лишь подчёркивают её уникальность. 
Рама для картин (зеркал) 18 х 24 х 4 см, дерево "Версаль", бело-золотая	Товары для художников	295	4.5	https://www.sima-land.ru/1386395/rama-dlya-kartin-zerkal-18-h-24-h-4-cm-derevo-versal-belo-zolotaya/	
