name	category	price	rating	url	description
Лента атласная «С Днём рождения», 15 мм, 18 ± 1 м, цвет белый №001	Ленты	214	5	https://www.sima-land.ru/9700404/lenta-atlasnaya-s-dnem-rozhdeniya-15-mm-18-1-m-cvet-belyy-001/	Атласная лента является универсальным помощником при изготовлении рукоделий, украшений для интерьера, упаковке подарков и многого другого. Атласная лента гладкая и приятная на ощупь, легко складывается и крепится на изделие. Неповторимый дизайн не оставит равнодушным и подарит праздничную атмосферу.
Ароматизатор для творчества «Печенье», концентрированный, 10 мл	Мыловарение	65	5	https://www.sima-land.ru/9700836/aromatizator-dlya-tvorchestva-pechene-koncentrirovannyy-10-ml/	
Топпер для торта «Снова 18, остальное стаж», золотой	Оформление и организация праздника	29	5	https://www.sima-land.ru/10133532/topper-dlya-torta-snova-18-ostalnoe-stazh-zolotoy/	
Ткань для рукоделия, в клетку, лоскут 50 × 50 см	Шитьё	79	4.9	https://www.sima-land.ru/10655033/tkan-dlya-rukodeliya-v-kletku-loskut-50-50-cm/	Лоскут «Клетка» — это отличная основа для ваших творческих идей. Он выполнен из хлопка с добавлением полиэстера, что делает его прочным и приятным на ощупь. Плотность ткани 140 г/м² обеспечивает долговечность изделия и позволяет создавать разнообразные проекты. Размер лоскута 50 × 50 см оптимален для многих видов рукоделия. Преимущества этого лоскута: Идеи для использования: Этот лоскут станет отличным дополнением к вашей коллекции тканей для рукоделия. Он подойдет для создания различных изделий, от небольших аппликаций до полноценных текстильных изделий.
Ручка перьевая для каллиграфии Pilot Parallel Pen, 6.0 мм, (картридж IC-P3), набор в футляре	Письменные принадлежности	852	5	https://www.sima-land.ru/1447490/ruchka-perevaya-dlya-kalligrafii-pilot-parallel-pen-6-0-mm-kartridzh-ic-p3-nabor-v-futlyare/	Pilot Parallel Pen — перьевая ручка со сменными картриджами для каллиграфического письма. Это оптимальный вариант для приобретения и оттачивания навыков аккуратного и красивого письма, а также для работы с большими текстовыми объёмами. Конструкция пера представляет собой две параллельные пластины, что позволяет совершенствовать свой почерк, используя срез (широкий штрих) или угол (тонкий штрих) изделия. А специально разработанный состав чернил предполагает возможность их смешивания и получения неожиданных градиентных переходов (для этого следует на несколько секунд приложить перья двух разноцветных Parallel Pen друг к другу). Комплектация: колпачок, плёнка для очистки пера от остатков чернил, два картриджа, конвертор-пипетка для промывания ручки. Ширина пера: 6 мм. Производство: Япония. К данной ручке подходят сменные картриджи: артикулы 1447492 и 1447493.
Аппликация стразами и пайетками «Время волшебства», Холодное сердце, А4	Аппликации	109	5	https://www.sima-land.ru/1475161/applikaciya-strazami-i-payetkami-vremya-volshebstva-holodnoe-serdce-a4/	Аккуратно, легко, безопасно. Без ножниц и клея! Чуть-чуть вдохновения, капелька фантазии и наши товары для творчества позволят воплотить в жизнь самые смелые и креативные идеи. Ваша малышка с неподдельным интересом будет украшать персонажей любимых анимационных мультфильмов Disney.  Чем полезно? Аппликация стразами и пайеткмаи развивает мелкую моторику и координацию движений, зрительное восприятие, усидчивость, аккуратность, внимательность, а также формирует художественный вкус.  Украсьте картину стразами и пайетками, и она засияет как бриллиант.  Всё, что нужно, уже есть в наборе:  Окунись в волшебный мир творчества вместе с любимыми героями! 
Волосы - тресс для кукол «Кудри» длина волос: 40 см, ширина:50 см, №18	Создание игрушек и кукол	39	5	https://www.sima-land.ru/2294347/volosy-tress-dlya-kukol-kudri-dlina-volos-40-cm-shirina-50-cm-18/	Выберите причёску для куколки, которую вы сделали собственными руками, или обновите стиль старой подружке. Шелковистые локоны украсят любую голову — главное, прикрепить их покрепче. Теперь игрушечная модница будет менять свой образ каждый день! Расчёсывайте волосы, заплетайте их или делайте оригинальные стрижки. Куколка с аккуратной причёской станет примером для маленькой девочки.
Тесто для лепки 7 цветов по 60 г, "Игротека" в пластиковом ведре	Принадлежности для лепки	139	4.3	https://www.sima-land.ru/2323247/testo-dlya-lepki-7-cvetov-po-60-g-igroteka-v-plastikovom-vedre/	Пластилин на растительной основе абсолютно безвреден и его спокойно можно давать малышам. Он не содержит глютена и продуктов нефтепереработки, а изготавливается из муки или крахмала. Поэтому не случится ничего страшного, если ребёнок проглотит кусочек материала. Такой пластилин намного мягче обычного, поэтому маленький скульптор с удовольствием будет работать неокрепшими пальчиками. Пластилин поможет вашему ребёнку раскрыть свой творческий потенциал, ведь он принимает и держит любую форму. Это значит, что малыш будет учиться создавать всё более сложные формы, постепенно совершенствуя мелкую моторику. Тесто для лепки 7 цветов по 60 г, "Игротека" в пластиковом ведре отличается яркостью цветов. Они легко смешиваются между собой, образуя насыщенные оттенки. Это делает состав незаменимым при работе с пёстрыми фигурами, развивающими цветовое и абстрактное мышление крохи. Материал подходит для занятий дома, в детском саду и начальных классах школы. Он не пачкает одежду и стены, легко смывается. Благодаря нейтральному запаху и гипоаллергенности красителей такой пластилин станет любимой игрушкой для каждого ребёнка вне зависимости от его предпочтений.
Наклейки «Весёлые кружочки. Лисёнок», формат А4, 16 стр.	Детские книги	173	5	https://www.sima-land.ru/3731715/nakleyki-veselye-kruzhochki-lisenok-format-a4-16-str/	Развивающие наклейки-кружочки пригодятся при обучении малышей важным навыкам. Книга «Весёлые кружочки. Лисёнок» направлена на тренировку цветовосприятия, пространственного мышления и запоминание названия цветов. Удобный формат Чем полезны занятия с наклейками Такой вид творчества позволяет детям развивать мелкую моторику, пространственное и логическое мышление, а также тренировать усидчивость и аккуратность. Подходит для детей старше 1 года.
Вышивка крестиком «Корзинка с ягодой», набор для творчества, 25 х 20 см	Вышивка	66	5	https://www.sima-land.ru/4008385/vyshivka-krestikom-korzinka-s-yagodoy-nabor-dlya-tvorchestva-25-h-20-cm/	Вышивка с красивым рисунком и цветной схемой — то, что нужно малышу, чтобы освоить новое хобби! С вышивкой в руках ребёнок станет более внимательным, усидчивым и сосредоточенным. Кроме того, время, проведённое с канвой, благотворно скажется на его эмоциональном состоянии. Такой вид творчества развивает мелкую моторику рук, аккуратность и зрительное восприятие! В набор входят: • канва с цветной схемой; • нити мулине; • пластиковая игла. Наслаждайтесь творчеством вместе с детьми!
Термоаппликация Clt, 4.6×3.3 см, фасовка 10 шт., чёрная	Декоративные элементы для одежды	17	4.8	https://www.sima-land.ru/4327355/termoapplikaciya-clt-4-6-3-3-cm-fasovka-10-sht-chernaya/	
Набор для опытов с эпоксидной смолой «Создай своё украшение: Бабочка», 2 основы	Поделки из эпоксидной смолы	299	4.8	https://www.sima-land.ru/4686967/nabor-dlya-opytov-s-epoksidnoy-cmoloy-sozday-svoe-ukrashenie-babochka-2-osnovy/	
Пластилин Calligrata, 10 цветов, 200 г	Принадлежности для лепки	95	4.9	https://www.sima-land.ru/4774912/plastilin-calligrata-10-cvetov-200-g/	Пластилин предназначен для лепки и моделирования в детском творчестве. Яркий и пластичный пластилин изготовлен из высококачественных компонентов. Огромный набор пластилина красивых цветов разных оттенков: от нежных до более насыщенных. В меру мягкий и в меру твёрдый. Является отличным материалом для обучения лепке.  Пластилин рекомендуют не только педагоги и родители, но и профессиональные мультипликаторы. Не имеет выраженного неприятного запаха. Имеет яркие, не приглушённые чистые цвета, которые отлично смешивающиеся друг с другом. Отлично держит форму, не рвётся и не крошится при перегибании. Не липнет к рукам. Идеально вытягивается до тончайшей колбаски. Можно делать очень маленькие детали, которые не деформируются при соединении.
Грунт "Изумрудный металлик"  декоративный песок кварцевый, 250 г, фр.1-3 мм	Цветы, флористика, декор	95	5	https://www.sima-land.ru/4886481/grunt-izumrudnyy-metallik-dekorativnyy-pesok-kvarcevyy-250-g-fr-1-3-mm/	Декоративный грунт изготовлен из природного сырья, не токсичен, безопасен для человека и окружающей среды. Грунт окрашен Цветной грунт применяется: • Для декорирования аквариумов; • Для террариумов, флорариумов; • Декоративная засыпка для комнатных горшечных растений; • Для создания декоративных интерьерных композиций; • В ландшафтном дизайне: для создания сухих ручьев, для декорирования клумб и садовых дорожек, искусственных водоемов, для декоративной отсыпки и создания узоров на ландшафте; • Для декоративной засыпки в стеклянные бутыли и вазы. Какой грунт выбрать? Выбор основы вашего водного мира зависит от того, планируется ли высаживание водорослей: • Песок, кварц или галька диаметром до 1 см – оптимальное решение в резервуарах без растительности. Такую природную смесь необходимо выложить по дну слоем от 1,5 до 5 см. • Травникам или другим водоемам с живыми водорослями понадобятся базовая почва, а также питательная подложка под нее. Песок, гальку размером до 3-4 мм можно смело использовать как основу. Фракция: 1-3 мм. Масса нетто: 250 г.
Органайзер для хранения RICCO, пластик, 28 ячеек, 17.5×11×2.8 см, прозрачный	Хранение в доме	189	4.9	https://www.sima-land.ru/5182427/organayzer-dlya-hraneniya-ricco-plastik-28-yacheek-17-5-11-2-8-cm-prozrachnyy/	Бокс для хранения из 28 пластиковых ячеек - это отличное решение для организации порядка в вашем доме. Размеры бокса составляют 17,5×11×2,8 см, что позволяет компактно разместить его на полке или в шкафу. Преимущества: Бокс для хранения с 28 ячейками станет незаменимым помощником в вашем быту и поможет поддерживать порядок в доме.
Декор сухоцвет «Хлопок», h=30 см, d=5 см, жёлтый	Цветы, флористика, декор	33.8	4.9	https://www.sima-land.ru/7081225/dekor-suhocvet-hlopok-h-30-cm-d-5-cm-zheltyy/	Декор сухоцвет «Хлопок», высотой 30 см и диаметром 5 см в жёлтом цвете, станет идеальным дополнением вашего интерьера. Эти декоративные ветки привносят изысканность и яркость в любое помещение. Материалы стебля включают бумагу и металл, а цветок выполнен из дерева, что создаёт неповторимую естественность и визуальную текстуру. Преимущества Простой и эффектный способ украсить ваше пространство, добавив нотки яркости и уюта. Декор сухоцвет «Хлопок» — экономичный вариант, который подчеркнёт вашу индивидуальность и заботу об эстетике. Сделайте ваш дом уютнее и красивее без лишних затрат.
Бумага для акварели А4, 10 л. 200 г/м2 MALEVICH	Бумага и бумажная продукция	95	4.8	https://www.sima-land.ru/7159838/bumaga-dlya-akvareli-a4-10-l-200-g-m2-malevich/	Папка для акварели подходит для рисования всеми видами водорастворимых красок, а также подойдет для рисования карандашами, ручками и фломастерами. Качественные листы высокой плотности устойчивы к истиранию, воздействию влаги, обеспечивают чистую реалистичную передачу цвета.
Мольберт детский, двусторонний «Светофор», размер 104×51.6×7 см	Рисование	3099	4.8	https://www.sima-land.ru/689636/molbert-detskiy-dvustoronniy-svetofor-razmer-104-51-6-7-cm/	Двухсторонний мольберт с магнитной азбукой предназначен для детей от 1,5 лет. В его комплект входят доска для рисования маркером или мелом, вместительный пластиковый пенал для художественных инструментов, магнитный набор из русской азбуки, цифр, знаков препинания. С таким красочным детским мольбертом легко создать творческую обстановку даже в домашних условиях, а также превратить обучение грамоте в увлекательную игру. На магнитной стороне можно составлять слова и предложения, считать, решать примеры, рисовать маркерами на водной основе, а на меловой — писать и рисовать мелом. Доска для рисования маркером может легко переквалифицироваться в доску для рисования красками — стоит просто закрепить на ней лист необходимым количеством магнитов. В комплекте: Размеры:
Набор кистей, 9 штук, микс	Принадлежности для рисования	200	4.9	https://www.sima-land.ru/2694216/nabor-kistey-9-shtuk-miks/	Набор кистей предназанчен для широкого использования в творчестве.
Маркер для магнитно-маркерной доски, круг, 2,8 мм, красный	Письменные принадлежности	31.4	5	https://www.sima-land.ru/4351656/marker-dlya-magnitno-markernoy-doski-krug-2-8-mm-krasnyy/	Высококачественный маркер предназначен для письма на белых эмалевых досках. Маркер для магнитно - маркерной доски отличный помощник в решении Ваших офисных задач!
